source,date,assertionType,evidenceType,exactText,prefix,suffix,modality,statementType,drug1Lab,drug1Role,drug1Type,drug1rxc,dose1,drug2Lab,drug2Role,drug2Type,drug2rxc,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,cimetidine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2541,,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,sertraline,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/36437,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,quinidine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/9068,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,propafenone,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8754,,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,flecainide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/4441,,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,selective serotonin reuptake inhibitors,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,fluoxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/4493,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html,2015-09-29 09:27:10 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the caucasian population (about 7 to 10% of caucasians are so called “poor metabolizers”); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,phenothiazines,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/0,,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,"The plasma concentration of CMI has been reported to be increased by the concomitant administration of haloperidol; plasma levels of several closely related tricyclic antidepressants have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decreased by the concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and such an effect may be anticipated with CMI as well. Administration of CMI has been reported to increase the plasma levels of phenobarbital, if given concomitantly (see CLINICAL PHARMACOLOGY, Interactions).",", or similar agents, and such an effect may be anticipated with CMI because of its structural similarity to other tricyclic antidepressants.  ",,ncit:positive,ncit:Qualitative,tricyclic antidepressants,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,fluoxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/4493,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,"The plasma concentration of CMI has been reported to be increased by the concomitant administration of haloperidol; plasma levels of several closely related tricyclic antidepressants have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decreased by the concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and such an effect may be anticipated with CMI as well. Administration of CMI has been reported to increase the plasma levels of phenobarbital, if given concomitantly (see CLINICAL PHARMACOLOGY, Interactions).",", or similar agents, and such an effect may be anticipated with CMI because of its structural similarity to other tricyclic antidepressants.  ",,ncit:positive,ncit:Qualitative,tricyclic antidepressants,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,methylphenidate,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,Co-administration of haloperidol with CMI increases plasma concentrations of CMI. ,,Co-administration of,ncit:positive,ncit:Qualitative,CMI,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,haloperidol,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,"The plasma concentration of CMI has been reported to be increased by the concomitant administration of haloperidol; plasma levels of several closely related tricyclic antidepressants have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decreased by the concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and such an effect may be anticipated with CMI as well. Administration of CMI has been reported to increase the plasma levels of phenobarbital, if given concomitantly (see CLINICAL PHARMACOLOGY, Interactions).",", or similar agents, and such an effect may be anticipated with CMI because of its structural similarity to other tricyclic antidepressants.  ",,ncit:positive,ncit:Qualitative,barbiturates,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,tricyclic antidepressants,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,"The plasma concentration of CMI has been reported to be increased by the concomitant administration of haloperidol; plasma levels of several closely related tricyclic antidepressants have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decreased by the concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and such an effect may be anticipated with CMI as well. Administration of CMI has been reported to increase the plasma levels of phenobarbital, if given concomitantly (see CLINICAL PHARMACOLOGY, Interactions).",", or similar agents, and such an effect may be anticipated with CMI because of its structural similarity to other tricyclic antidepressants.  ",,ncit:positive,ncit:Qualitative,haloperidol,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,CMI,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,"The plasma concentration of CMI has been reported to be increased by the concomitant administration of haloperidol; plasma levels of several closely related tricyclic antidepressants have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decreased by the concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and such an effect may be anticipated with CMI as well. Administration of CMI has been reported to increase the plasma levels of phenobarbital, if given concomitantly (see CLINICAL PHARMACOLOGY, Interactions).",", or similar agents, and such an effect may be anticipated with CMI because of its structural similarity to other tricyclic antidepressants.  ",,ncit:positive,ncit:Qualitative,hepatic enzyme inducers,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,tricyclic antidepressants,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,Co-administration of CMI with phenobarbital increases plasma concentrations of phenobarbital ,with CMI increases plasma concentrations of CMI . ,,ncit:positive,ncit:Qualitative,CMI,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,phenobarbital,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8134,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html,2015-09-29 09:58:27 -0400,drug-drug-interaction,evidence-supports,"The plasma concentration of CMI has been reported to be increased by the concomitant administration of haloperidol; plasma levels of several closely related tricyclic antidepressants have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decreased by the concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and such an effect may be anticipated with CMI as well. Administration of CMI has been reported to increase the plasma levels of phenobarbital, if given concomitantly (see CLINICAL PHARMACOLOGY, Interactions).",", or similar agents, and such an effect may be anticipated with CMI because of its structural similarity to other tricyclic antidepressants.  ",,ncit:positive,ncit:Qualitative,hepatic enzyme inhibitors,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,tricyclic antidepressants,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/3e593725-3fc9-458e-907d-19d51d5a7f9c.html,2015-09-29 11:28:40 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type IC antiarrhythmics propafenone and flecainide). While all the SSRIs, e.g., fluoxetine, sertraline, paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the Caucasian population (about 7% to 10% of Caucasians are so called """"poor metabolizers""""); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,propafenone,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8754,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/3e593725-3fc9-458e-907d-19d51d5a7f9c.html,2015-09-29 11:28:40 -0400,drug-drug-interaction,evidence-supports,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type IC antiarrhythmics propafenone and flecainide). While all the SSRIs, e.g., fluoxetine, sertraline, paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","hydroxylase) is reduced in a subset of the Caucasian population (about 7% to 10% of Caucasians are so called """"poor metabolizers""""); reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available. Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses. Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8 fold increase in plasma AUC of the TCA).  ",,ncit:positive,ncit:Qualitative,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,,TCA,dikbD2R:object-drug-of-interaction,dikbD2R:drug-group,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
